platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length,date,time,views_s,likes_s,engagement_rate_s,video_length_s
Facebook,poll,2023-05-03 17:00:00,17,Monday,Canada,Education,Movie Review,2,19,#tech #review,818975,4980,552,450,752,263940,0.023421901,neutral,1,16,2023-05-03,17:00:00,0.5263693200514523,0.9766620906060012,1.0425020362125192e-05,0.02666666666666667
TikTok,video,2023-09-10 04:00:00,4,Thursday,Japan,Education,Tech Review,2,23,#sports #highlights,7260962,4931,1391,445,727,394480,0.015470961,negative,1,570,2023-09-10,04:00:00,0.7867021647870612,0.9670523632084722,4.059122673803307e-06,0.9500000000000001
Facebook,story,2022-06-17 02:00:00,2,Sunday,US,Sports,Basketball Training Tips,2,144,#cricket #worldcup,4298955,2287,1170,384,442,137220,0.022686032,mixed,0,8,2022-06-17,02:00:00,0.27365461126566754,0.44851931751323787,9.83584892252085e-06,0.013333333333333334
Twitter,reel,2024-03-13 13:00:00,13,Sunday,US,Music,Exploring New Trends,3,291,#travel #explore,4521459,499,111,482,664,11976,0.137346581,mixed,0,61,2024-03-13,13:00:00,0.023883454485626253,0.09786232594626397,0.00010163849412180775,0.10166666666666667
Facebook,carousel,2022-02-28 08:00:00,8,Friday,Brazil,Music,Top 10 Facts,3,159,#tech #review,6906210,1545,614,35,99,151410,0.011089023,positive,0,16,2022-02-28,08:00:00,0.3019533937599091,0.30300058835065696,5.507363717346439e-07,0.02666666666666667
LinkedIn,story,2022-10-07 11:00:00,11,Saturday,UK,Education,Fitness Motivation,2,122,#funny #viral,316964,210,1581,186,8,14490,0.027879373,mixed,0,58,2022-10-07,11:00:00,0.028897065422238178,0.04118454598940969,1.3993882748278217e-05,0.09666666666666668
Instagram,story,2024-12-25 08:00:00,8,Saturday,Germany,Technology,Movie Review,2,180,#fitness #motivation,3883716,203,923,160,149,4669,0.109635974,positive,0,28,2024-12-25,08:00:00,0.009311276636054524,0.0398117277897627,7.945207477474989e-05,0.04666666666666667
YouTube,article,2023-12-15 12:00:00,12,Monday,UK,Education,Funny Moments,2,129,#news #update,7904863,1273,1517,87,178,89110,0.017259373,neutral,0,0,2023-12-15,12:00:00,0.1777099723792715,0.24965679545008826,5.491009698050394e-06,0.0
Facebook,article,2024-08-04 10:00:00,10,Wednesday,Australia,Sports,Olympics Moments,3,85,#olympics #sports,4617737,1473,1528,57,81,104583,0.015403886,negative,0,0,2024-08-04,10:00:00,0.20856741152891203,0.28888017258285936,4.005419264213474e-06,0.0
Facebook,reel,2024-11-19 03:00:00,3,Tuesday,Canada,Travel,Exploring Paris in 3 Days,2,33,#luxurytravel #vacation,784627,258,474,82,275,14964,0.04109589,neutral,0,43,2024-11-19,03:00:00,0.029842352448472883,0.050598156501274756,2.4575649812042616e-05,0.07166666666666667
Twitter,image,2023-12-13 22:00:00,22,Sunday,India,Music,Funny Moments,2,68,#fashion #ootd,7389,3481,835,162,780,93987,0.047059199,neutral,0,0,2023-12-13,22:00:00,0.18743605851207037,0.6826828789958815,2.935015634559074e-05,0.0
Twitter,live,2022-09-18 15:00:00,15,Wednesday,Australia,Education,Travel Diary,2,220,#music #trending,375789,2352,1913,36,303,150528,0.017876954,neutral,0,12,2022-09-18,15:00:00,0.30019444195159894,0.4612669150813885,5.985474184042176e-06,0.02
Instagram,image,2022-07-02 20:00:00,20,Saturday,Canada,Music,Travel Diary,2,144,#tech #review,8282575,518,270,148,728,24346,0.057255514,negative,0,0,2022-07-02,20:00:00,0.04855265388335477,0.10158854677387723,3.7513807195415e-05,0.0
YouTube,story,2023-01-17 03:00:00,3,Sunday,India,Sports,Top Football Highlights,2,281,#olympics #sports,673013,1393,420,40,49,64078,0.023127702,neutral,0,31,2023-01-17,03:00:00,0.12778924486723106,0.2731908217297509,1.0189470762454384e-05,0.05166666666666667
Facebook,story,2024-11-26 09:00:00,9,Thursday,India,Technology,Daily Vlog,2,211,#funny #viral,7544122,1191,1920,31,240,100044,0.014613424,neutral,0,8,2024-11-26,09:00:00,0.19951539082832273,0.23357521082565208,3.3725380931184477e-06,0.013333333333333334
Instagram,article,2022-10-24 23:00:00,23,Sunday,Canada,Sports,Olympics Moments,2,218,#cricket #worldcup,4688922,993,706,104,318,52629,0.026885807,positive,0,0,2022-10-24,23:00:00,0.10495677405845225,0.19474406746420866,1.3198386932362713e-05,0.0
YouTube,reel,2022-03-17 20:00:00,20,Friday,Australia,News,Exploring New Trends,3,52,#education #learning,5167263,5082,1390,186,817,411642,0.014782226,positive,1,34,2022-03-17,20:00:00,0.8209279368213228,0.9966660129437145,3.5076889383749974e-06,0.05666666666666667
Instagram,live,2024-10-09 02:00:00,2,Saturday,Brazil,Fashion,Best Evening Dresses,2,214,#fashion #ootd,8677638,4664,1303,33,968,377784,0.014995302,positive,1,55,2024-10-09,02:00:00,0.753405725567621,0.9146891547362228,3.6782876368731457e-06,0.09166666666666667
Facebook,poll,2024-05-30 08:00:00,8,Wednesday,Brazil,Fashion,Casual Style Hacks,3,101,#casualstyle #fashionblog,1778862,1278,1306,74,181,72846,0.021044106,negative,0,28,2024-05-30,08:00:00,0.14527506057614648,0.2506373798784075,8.521245501064319e-06,0.04666666666666667
Twitter,poll,2024-05-15 15:00:00,15,Saturday,Germany,Comedy,Funny Moments,2,263,#funny #viral,5061376,3091,39,124,528,139095,0.026909473,mixed,0,49,2024-05-15,15:00:00,0.2773938795656466,0.6061972935869778,1.3217335048521534e-05,0.08166666666666667
Twitter,live,2023-10-21 19:00:00,19,Tuesday,UK,Sports,Cricket World Cup Updates,2,86,#basketball #training,4209640,4285,1982,342,796,184255,0.029431877,mixed,1,56,2023-10-21,19:00:00,0.36745540299340895,0.8403608550696214,1.5236890697616343e-05,0.09333333333333334
Twitter,carousel,2024-01-11 03:00:00,3,Sunday,US,Gaming,Epic Gaming Moments,2,130,#vr #gamingcommunity,8733669,265,188,40,65,15370,0.024071303,neutral,0,17,2024-01-11,03:00:00,0.030652028677695016,0.05197097470092175,1.0944962242027642e-05,0.028333333333333335
LinkedIn,reel,2024-11-01 14:00:00,14,Tuesday,Canada,Gaming,Epic Gaming Moments,2,43,#pcgames #gamerlife,60244,4337,1187,374,847,173480,0.032038091,mixed,1,19,2024-11-01,14:00:00,0.34596707449619596,0.850558933124142,1.732354858685612e-05,0.03166666666666667
Instagram,image,2024-10-14 14:00:00,14,Friday,India,Comedy,Life Hacks,2,167,#fashion #ootd,8266019,4253,993,44,69,280698,0.015554028,neutral,1,0,2024-10-14,14:00:00,0.5597894044093452,0.8340851147283781,4.1256300330936335e-06,0.0
Facebook,reel,2022-07-01 03:00:00,3,Monday,Canada,Comedy,Travel Diary,2,299,#music #trending,9332576,2101,1559,467,632,140767,0.022732439,positive,0,10,2022-07-01,03:00:00,0.2807283097510146,0.4120415767797607,9.873004556197115e-06,0.016666666666666666
Instagram,reel,2024-12-02 23:00:00,23,Wednesday,Brazil,Gaming,Virtual Reality Adventures,2,87,#gaming #esports,2725171,220,535,72,273,7040,0.080244283,neutral,0,70,2024-12-02,23:00:00,0.014039706043654713,0.04314571484604825,5.591970026396612e-05,0.11666666666666667
Twitter,live,2024-01-09 15:00:00,15,Saturday,Germany,Comedy,Top 10 Facts,3,115,#music #trending,3470297,865,1027,311,275,19030,0.076244023,negative,0,43,2024-01-09,15:00:00,0.03795108039925414,0.16964110609923513,5.2716903376216173e-05,0.07166666666666667
TikTok,live,2024-06-21 06:00:00,6,Wednesday,US,Fashion,Summer Outfit Trends,2,107,#casualstyle #fashionblog,800637,4384,1858,368,796,223584,0.024813829,mixed,1,35,2024-06-21,06:00:00,0.4458883005773431,0.8597764267503432,1.1539463589908385e-05,0.058333333333333334
TikTok,article,2023-12-09 20:00:00,20,Tuesday,UK,News,Travel Diary,2,204,#music #trending,7490103,4645,289,328,733,250830,0.022748384,neutral,1,0,2023-12-09,20:00:00,0.5002243560979988,0.9109629339086095,9.885770875480155e-06,0.0
Instagram,carousel,2024-08-12 07:00:00,7,Thursday,Australia,News,Travel Diary,2,220,#fashion #ootd,3869577,1603,1976,274,657,60914,0.041598949,positive,0,30,2024-08-12,07:00:00,0.12147935425329305,0.31437536771916064,2.4978422581701237e-05,0.05
YouTube,poll,2024-09-23 12:00:00,12,Wednesday,UK,Sports,Basketball Training Tips,2,98,#cricket #worldcup,6416532,4994,432,495,222,164802,0.034653495,negative,1,12,2024-09-23,12:00:00,0.32866074366567954,0.9794077270052951,1.941756442367891e-05,0.02
TikTok,story,2023-03-28 23:00:00,23,Sunday,UK,Fashion,Casual Style Hacks,2,200,#fashion #ootd,6886472,4547,470,215,727,304649,0.018017397,neutral,1,45,2023-03-28,23:00:00,0.607554319104171,0.8917434791135517,6.097919475924772e-06,0.07500000000000001
TikTok,image,2024-08-14 23:00:00,23,Tuesday,Australia,Travel,Exploring Paris in 3 Days,2,237,#travel #explore,2484281,590,1204,139,36,51330,0.014903275,neutral,0,0,2024-08-14,23:00:00,0.10236620898022676,0.11570896254167484,3.604606478851177e-06,0.0
Instagram,carousel,2023-08-27 05:00:00,5,Thursday,Australia,Health,Daily Fitness Routine,2,183,#fitness #lifestyle,7194441,1489,1271,220,105,95296,0.019035227,neutral,0,26,2023-08-27,05:00:00,0.1900465663545624,0.2920180427534811,6.912842195012659e-06,0.043333333333333335
LinkedIn,live,2022-01-25 15:00:00,15,Monday,Australia,Music,Life Hacks,2,104,#tech #review,1754455,4216,627,57,79,160208,0.027164516,negative,1,28,2022-01-25,15:00:00,0.31949903776162414,0.8268287899588155,1.342153450721732e-05,0.04666666666666667
LinkedIn,image,2024-10-14 14:00:00,14,Sunday,Canada,Fashion,Casual Style Hacks,2,262,#fashion #ootd,2911052,54,278,435,707,4482,0.266785635,neutral,0,0,2024-10-14,14:00:00,0.008938346944269945,0.010590311825848206,0.00020527350767205106,0.0
Twitter,image,2024-07-28 11:00:00,11,Monday,Germany,Fashion,Streetwear Collection 2024,3,283,#streetwear #style,9778570,3171,876,121,214,269535,0.013007539,positive,1,0,2024-07-28,11:00:00,0.5375272966585899,0.6218866444400862,2.086790796671639e-06,0.0
Facebook,poll,2024-04-27 10:00:00,10,Tuesday,Germany,Fashion,Best Evening Dresses,3,254,#fashion #ootd,1183927,2407,580,135,8,235886,0.010810261,positive,0,55,2024-04-27,10:00:00,0.470421889178059,0.47205334379290054,3.2754636257950106e-07,0.09166666666666667
YouTube,story,2024-10-21 11:00:00,11,Sunday,Australia,News,Top 10 Facts,3,241,#education #learning,7634073,5086,862,492,377,432310,0.013774806,positive,1,8,2024-10-21,11:00:00,0.8621456420074387,0.9974504804863699,2.7011009564295634e-06,0.013333333333333334
Facebook,story,2023-08-19 00:00:00,0,Tuesday,India,Technology,Exploring New Trends,3,184,#tech #review,5507113,2173,253,509,417,204262,0.015171617,positive,0,29,2023-08-19,00:00:00,0.4073548914615055,0.4261619925475583,3.819453744392066e-06,0.04833333333333334
Facebook,article,2022-10-10 11:00:00,11,Monday,Australia,Sports,Top Football Highlights,2,93,#sports #football,8876219,379,180,121,478,24256,0.040318259,negative,0,0,2022-10-10,11:00:00,0.04837316900495578,0.07432829966660129,2.3953041744912512e-05,0.0
YouTube,poll,2022-01-06 01:00:00,1,Tuesday,Australia,News,Top 10 Facts,3,242,#fashion #ootd,4128227,34,1853,79,444,3162,0.176098641,positive,0,48,2022-01-06,01:00:00,0.006305902061084687,0.006667974112571092,0.0001326652216749915,0.08
LinkedIn,carousel,2023-11-06 23:00:00,23,Sunday,US,Travel,Luxury Travel Destinations,2,149,#luxurytravel #vacation,8737861,1978,680,393,182,170108,0.015008024,positive,0,8,2023-11-06,23:00:00,0.3392423743855136,0.38791919984310647,3.688473470295462e-06,0.013333333333333334
TikTok,video,2022-04-05 20:00:00,20,Friday,Canada,News,Travel Diary,2,164,#music #trending,5466114,408,824,120,449,35904,0.027210695,mixed,0,260,2022-04-05,20:00:00,0.07160250082263903,0.08001568935085311,1.3458507593336575e-05,0.43333333333333335
Twitter,carousel,2022-12-04 07:00:00,7,Wednesday,Brazil,Music,Cooking Tutorial,2,26,#fitness #motivation,4260293,4037,1532,303,344,88814,0.052738839,positive,1,19,2022-12-04,07:00:00,0.17711966655698147,0.7917238674249852,3.389754409427209e-05,0.03166666666666667
Instagram,carousel,2022-10-22 20:00:00,20,Friday,Canada,News,Movie Review,2,283,#fashion #ootd,8297724,5030,1784,229,0,286710,0.018342512,negative,1,18,2022-10-22,20:00:00,0.5717789942863981,0.9864679348891939,6.358221883808462e-06,0.030000000000000002
LinkedIn,video,2022-02-06 13:00:00,13,Thursday,Japan,Travel,Luxury Travel Destinations,2,265,#travel #explore,8141043,3039,699,28,351,291744,0.011715711,mixed,1,379,2022-02-06,13:00:00,0.5818181818181819,0.5959992155324574,1.0524923515935121e-06,0.6316666666666667
Twitter,image,2022-02-02 17:00:00,17,Tuesday,Canada,Sports,Top Football Highlights,2,88,#sports #football,7799200,4995,565,486,31,304695,0.018090162,mixed,1,0,2022-02-02,17:00:00,0.6076460558197972,0.979603843890959,6.156178567968068e-06,0.0
TikTok,reel,2024-02-09 04:00:00,4,Tuesday,Germany,News,Life Hacks,2,25,#news #update,8209933,2186,1349,472,637,128974,0.025547587,negative,0,14,2024-02-09,04:00:00,0.2572098078514663,0.42871151206118846,1.212694486331602e-05,0.023333333333333334
LinkedIn,video,2023-08-26 22:00:00,22,Sunday,Japan,Technology,Tech Review,2,253,#travel #explore,2194345,326,1380,166,120,22494,0.027206046,mixed,0,77,2023-08-26,22:00:00,0.04485925394118879,0.06393410472641695,1.3454785384597355e-05,0.12833333333333335
YouTube,reel,2024-07-07 23:00:00,23,Thursday,Japan,Travel,Backpacking Asia,2,239,#backpacking #travelgram,8289923,2092,1848,468,617,112968,0.028122759,neutral,0,10,2024-07-07,23:00:00,0.2252894193664184,0.410276524808786,1.4188749062798251e-05,0.016666666666666666
Facebook,live,2022-01-05 04:00:00,4,Sunday,Brazil,News,Funny Moments,2,164,#music #trending,8946358,2424,1673,189,452,104232,0.029405275,positive,0,17,2022-01-05,04:00:00,0.20786742050315596,0.4753873308491861,1.521559188133742e-05,0.028333333333333335
YouTube,image,2022-12-23 23:00:00,23,Wednesday,Australia,Fashion,Summer Outfit Trends,2,107,#casualstyle #fashionblog,5990592,3583,679,230,267,128988,0.031630604,neutral,1,0,2022-12-23,23:00:00,0.2572377277214395,0.7026868013335948,1.6997295269472115e-05,0.0
TikTok,video,2023-01-04 05:00:00,5,Monday,Brazil,Travel,Backpacking Asia,2,60,#travel #explore,4246373,2321,390,67,56,136939,0.017847232,negative,0,412,2023-01-04,05:00:00,0.27309421958977736,0.45518729162580895,5.9616773485620585e-06,0.6866666666666668
Instagram,poll,2022-05-21 22:00:00,22,Friday,Canada,Gaming,Top 10 PC Games 2024,3,48,#gamers #play,2057412,3025,1638,69,957,281325,0.014399664,neutral,1,9,2022-05-21,22:00:00,0.5610398157288582,0.5932535791331633,3.2013917519492654e-06,0.015000000000000001
YouTube,carousel,2024-07-20 00:00:00,0,Wednesday,Australia,News,Breaking News,2,34,#news #update,3415216,2584,1957,81,104,219640,0.012606936,negative,0,22,2024-07-20,00:00:00,0.43802287435061377,0.506766032555403,1.7660491344738584e-06,0.03666666666666667
TikTok,video,2023-04-01 12:00:00,12,Monday,India,Technology,Fitness Motivation,2,279,#funny #viral,6740408,1588,1108,208,155,100044,0.019501224,neutral,0,580,2023-04-01,12:00:00,0.19951539082832273,0.31143361443420275,7.28594137889091e-06,0.9666666666666667
Facebook,video,2024-08-04 23:00:00,23,Monday,Germany,Comedy,Travel Diary,2,26,#funny #viral,2206060,45,1340,89,457,1890,0.312533051,positive,0,421,2024-08-04,23:00:00,0.003769182446378893,0.008825259854873504,0.00024190104727882705,0.7016666666666667
LinkedIn,image,2024-06-02 08:00:00,8,Tuesday,US,Sports,Top Football Highlights,2,246,#sports #football,294266,403,211,265,222,10075,0.088328702,negative,0,0,2024-06-02,08:00:00,0.020092334998554152,0.07903510492253382,6.239246753720996e-05,0.0
Twitter,poll,2023-08-03 15:00:00,15,Thursday,Brazil,Gaming,Virtual Reality Adventures,2,35,#gaming #esports,7197670,2965,1538,20,385,252025,0.013371636,negative,1,55,2023-08-03,15:00:00,0.5026075164278521,0.581486565993332,2.3783040329210534e-06,0.09166666666666667
TikTok,video,2024-02-06 23:00:00,23,Saturday,Australia,Fashion,Streetwear Collection 2024,2,58,#casualstyle #fashionblog,2200623,3575,383,237,279,143000,0.028608192,negative,1,359,2024-02-06,23:00:00,0.2851815290117363,0.701117866248284,1.4577409625264468e-05,0.5983333333333334
TikTok,live,2022-10-31 20:00:00,20,Tuesday,UK,Education,Cooking Tutorial,2,233,#music #trending,7518934,4913,1714,400,699,265302,0.022660882,mixed,1,51,2022-10-31,20:00:00,0.5290855245445572,0.9635222592665228,9.815712645947101e-06,0.085
Instagram,poll,2023-12-28 05:00:00,5,Sunday,Germany,Fashion,Summer Outfit Trends,2,147,#fashion #ootd,7214628,2935,341,117,511,140880,0.025290848,positive,0,25,2023-12-28,05:00:00,0.2809536629872267,0.5756030594234164,1.1921387507003172e-05,0.04166666666666667
LinkedIn,reel,2024-02-10 01:00:00,1,Saturday,Japan,Music,Exploring New Trends,3,63,#news #update,3079659,4475,1838,344,0,116350,0.041417779,mixed,1,50,2024-02-10,01:00:00,0.2320340622413673,0.877623063345754,2.4833369332124045e-05,0.08333333333333334
TikTok,video,2024-04-21 22:00:00,22,Thursday,Germany,Technology,Exploring New Trends,3,285,#fashion #ootd,2626219,4562,1987,220,733,328464,0.016790221,mixed,1,128,2024-04-21,22:00:00,0.6550480122049718,0.8946852323985095,5.1153844723196505e-06,0.21333333333333335
TikTok,live,2024-06-02 13:00:00,13,Tuesday,UK,Music,Tech Review,2,272,#fashion #ootd,4903757,4334,843,56,80,242704,0.01841742,positive,1,36,2024-06-02,13:00:00,0.4840188658549962,0.8499705824671504,6.4181967627582255e-06,0.060000000000000005
Twitter,poll,2024-04-23 18:00:00,18,Friday,UK,Gaming,Epic Gaming Moments,3,34,#vr #gamingcommunity,8710495,3146,1061,106,224,132132,0.026306827,negative,0,36,2024-04-23,18:00:00,0.26350773280684436,0.6169837222984899,1.2734828228161122e-05,0.060000000000000005
Facebook,carousel,2024-07-30 09:00:00,9,Tuesday,Brazil,Gaming,Beginner’s Guide to eSports,2,261,#pcgames #gamerlife,8953147,2014,1534,379,160,54378,0.04694827,mixed,0,5,2024-07-30,09:00:00,0.10844476352867272,0.3949794077270053,2.9261341354574845e-05,0.008333333333333333
YouTube,image,2022-12-03 12:00:00,12,Friday,Brazil,Fashion,Casual Style Hacks,2,95,#outfitideas #trend,2801879,618,419,20,513,58710,0.019604503,mixed,0,0,2022-12-03,12:00:00,0.11708396900894434,0.1212002353402628,7.368631418980784e-06,0.0
LinkedIn,story,2022-04-08 21:00:00,21,Saturday,Canada,Fashion,Casual Style Hacks,2,223,#fashion #ootd,2578747,1946,750,218,451,130382,0.020056296,negative,0,26,2022-04-08,21:00:00,0.26001774906019726,0.3816434595018631,7.730358210316153e-06,0.043333333333333335
Twitter,poll,2023-11-30 15:00:00,15,Wednesday,Germany,Education,Top 10 Facts,3,76,#tech #review,5898636,2051,1192,468,605,59479,0.052521856,positive,0,17,2023-11-30,15:00:00,0.11861756758104242,0.40223573249656797,3.372381726724218e-05,0.028333333333333335
Twitter,image,2023-11-04 10:00:00,10,Wednesday,US,Health,Mindfulness & Meditation,3,252,#health #wellness,7646430,495,1988,118,312,48510,0.01906784,positive,0,0,2023-11-04,10:00:00,0.09674234945705824,0.09707785840360855,6.938953701489785e-06,0.0
YouTube,story,2022-04-18 17:00:00,17,Saturday,Canada,Health,10 Tips for a Healthier Life,2,104,#health #wellness,8244361,915,1932,295,242,39345,0.03690337,positive,0,52,2022-04-18,17:00:00,0.0784648060067606,0.17944695038242792,2.1218920497490716e-05,0.08666666666666667
LinkedIn,live,2023-12-13 22:00:00,22,Saturday,US,Comedy,Cooking Tutorial,2,104,#fashion #ootd,5069062,3620,1366,111,107,238920,0.016063887,mixed,1,34,2023-12-13,22:00:00,0.47647252385653177,0.7099431261031575,4.533847203575376e-06,0.05666666666666667
LinkedIn,video,2022-03-29 08:00:00,8,Tuesday,UK,Comedy,Fitness Motivation,2,209,#fashion #ootd,4829648,2057,1849,399,169,148104,0.017723912,positive,0,282,2022-03-29,08:00:00,0.295360315893386,0.4034124338105511,5.862941538340392e-06,0.47000000000000003
Facebook,video,2022-01-14 06:00:00,6,Wednesday,Australia,Fashion,Streetwear Collection 2024,2,191,#outfitideas #trend,613961,31,305,144,236,1798,0.228460256,positive,0,257,2022-01-14,06:00:00,0.003585709015126587,0.006079623455579526,0.00017458840105822172,0.42833333333333334
