post_id,platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length
3989,Facebook,poll,2022-08-10T19:00:00.000000000,19,Sunday,Canada,Comedy,Movie Review,2,40,#sports #highlights,3678842,2076,42,141,205,193068,0.012544738,neutral,1,17
3990,Instagram,carousel,2023-04-09T07:00:00.000000000,7,Thursday,Canada,Education,Daily Vlog,2,284,#tech #review,2878203,3433,1704,227,301,133887,0.029584429,positive,1,28
3991,TikTok,carousel,2022-03-20T22:00:00.000000000,22,Thursday,Brazil,Travel,Top Beaches to Visit,2,271,#wanderlust #adventure,3129619,5093,422,74,421,351417,0.015901291,mixed,0,9
3992,TikTok,image,2022-08-10T16:00:00.000000000,16,Wednesday,Canada,Sports,Top Football Highlights,3,185,#cricket #worldcup,3509184,1947,1621,196,358,107085,0.02335506,mixed,1,0
3993,Instagram,carousel,2022-06-15T16:00:00.000000000,16,Wednesday,Japan,Fashion,Best Evening Dresses,2,28,#streetwear #style,2121273,122,176,137,213,10736,0.043960138,mixed,1,23
3994,YouTube,carousel,2023-07-06T01:00:00.000000000,1,Saturday,Canada,Technology,Funny Moments,2,65,#fashion #ootd,9533049,0,528,51,443,0,494.0,negative,1,16
3995,Twitter,video,2023-04-23T06:00:00.000000000,6,Tuesday,Brazil,Health,10 Tips for a Healthier Life,2,248,#healthy #habits,6471139,225,1633,229,221,6975,0.096760321,mixed,0,343
3996,Instagram,image,2023-09-26T16:00:00.000000000,16,Saturday,India,Fashion,Streetwear Collection 2024,2,280,#casualstyle #fashionblog,2999488,525,965,44,485,30975,0.034026343,mixed,0,0
3997,TikTok,article,2022-01-18T00:00:00.000000000,0,Tuesday,Canada,Technology,Exploring New Trends,3,96,#music #trending,3769173,109,1517,289,891,7957,0.161975371,neutral,1,0
3998,Instagram,live,2024-04-03T07:00:00.000000000,7,Tuesday,India,Comedy,Cooking Tutorial,2,125,#fashion #ootd,7553189,3428,197,191,249,71988,0.053730431,negative,1,38
3999,Facebook,image,2022-10-14T23:00:00.000000000,23,Monday,UK,Education,Fitness Motivation,2,104,#funny #viral,4051793,801,609,127,450,55269,0.024932151,neutral,1,0
4000,Facebook,video,2024-10-08T19:00:00.000000000,19,Wednesday,Germany,Fashion,Best Evening Dresses,2,288,#casualstyle #fashionblog,3758639,5057,1600,496,217,303420,0.019016482,positive,1,207
4001,Instagram,live,2023-12-08T17:00:00.000000000,17,Wednesday,UK,Education,Funny Moments,2,272,#news #update,5703769,2122,841,483,615,135808,0.023709769,positive,0,20
4002,YouTube,carousel,2022-12-06T09:00:00.000000000,9,Thursday,Brazil,Education,Life Hacks,2,146,#tech #review,92696,1283,852,190,860,35924,0.064940849,neutral,1,18
4003,Twitter,carousel,2024-05-06T17:00:00.000000000,17,Wednesday,Canada,Comedy,Cooking Tutorial,2,166,#funny #viral,6566592,2234,1540,146,131,180954,0.013876378,negative,0,16
4004,Facebook,image,2022-01-26T02:00:00.000000000,2,Wednesday,Canada,Fashion,Casual Style Hacks,2,272,#casualstyle #fashionblog,5893043,4649,1537,189,787,306834,0.018332328,mixed,1,0
4005,TikTok,carousel,2024-04-19T03:00:00.000000000,3,Monday,Brazil,Music,Travel Diary,2,100,#music #trending,9877900,129,21,158,150,3096,0.141104294,mixed,1,30
4006,Facebook,image,2023-08-18T07:00:00.000000000,7,Saturday,Germany,Comedy,Top 10 Facts,3,171,#sports #highlights,9641260,3135,1135,71,970,297825,0.01402161,negative,1,0
4007,TikTok,carousel,2024-08-19T10:00:00.000000000,10,Tuesday,Germany,Comedy,Breaking News,2,203,#travel #explore,4163288,5087,1080,482,391,101740,0.05858012,mixed,1,30
4008,Twitter,poll,2024-05-02T05:00:00.000000000,5,Saturday,Australia,Music,Tech Review,2,176,#sports #highlights,9676441,2308,1089,132,134,145404,0.01770228,mixed,0,34
4009,Facebook,video,2023-10-13T21:00:00.000000000,21,Sunday,Japan,Travel,Exploring Paris in 3 Days,3,85,#luxurytravel #vacation,7963502,162,841,171,38,6642,0.055848261,neutral,1,510
4010,YouTube,live,2024-08-04T00:00:00.000000000,0,Sunday,Japan,Travel,Exploring Paris in 3 Days,2,77,#travel #explore,629447,258,97,105,462,14706,0.056095737,positive,1,18
4011,TikTok,story,2023-09-17T15:00:00.000000000,15,Monday,Brazil,Sports,Olympics Moments,3,132,#cricket #worldcup,6328982,4625,1167,205,191,175750,0.028568827,negative,0,29
4012,Facebook,reel,2022-08-11T06:00:00.000000000,6,Friday,UK,Fashion,Best Evening Dresses,2,123,#casualstyle #fashionblog,5999961,871,1903,320,269,86229,0.016931462,negative,1,61
4013,Facebook,article,2023-01-18T11:00:00.000000000,11,Thursday,Germany,Technology,Breaking News,2,145,#fashion #ootd,3182077,251,434,162,22,12550,0.034658593,mixed,1,0
4014,Instagram,poll,2022-06-26T12:00:00.000000000,12,Thursday,Brazil,Gaming,Top 10 PC Games 2024,2,20,#vr #gamingcommunity,4931783,3027,636,12,777,260322,0.014658712,mixed,0,39
4015,YouTube,carousel,2023-03-14T19:00:00.000000000,19,Thursday,Germany,Fashion,Summer Outfit Trends,2,42,#streetwear #style,9509291,1361,1702,47,27,83021,0.017284575,positive,0,8
4016,YouTube,reel,2024-05-09T02:00:00.000000000,2,Saturday,India,Fashion,Streetwear Collection 2024,2,57,#streetwear #style,3545003,1274,1109,220,829,57330,0.040519091,negative,1,55
4017,Instagram,story,2022-05-10T22:00:00.000000000,22,Tuesday,Canada,Education,Tech Review,2,46,#fitness #motivation,3711688,3727,587,421,703,119264,0.040674129,neutral,1,59
4018,TikTok,poll,2022-02-15T03:00:00.000000000,3,Tuesday,Canada,Health,Healthy Eating Habits,3,152,#mindfulness #meditation,4481399,5044,343,481,195,388388,0.014727503,positive,0,44
4019,LinkedIn,story,2024-12-26T03:00:00.000000000,3,Tuesday,Germany,Technology,Top 10 Facts,3,213,#music #trending,3931917,3517,1959,266,256,130129,0.031038193,neutral,1,8
4020,Twitter,video,2023-12-29T20:00:00.000000000,20,Thursday,Germany,Music,Exploring New Trends,3,68,#fitness #motivation,9886763,76,1317,55,481,6536,0.093620927,positive,1,251
4021,YouTube,reel,2024-01-26T13:00:00.000000000,13,Thursday,UK,Travel,Top Beaches to Visit,2,130,#travel #explore,3234902,576,1979,317,294,12672,0.093663694,neutral,1,78
4022,LinkedIn,story,2024-03-25T14:00:00.000000000,14,Saturday,US,Gaming,Top 10 PC Games 2024,2,103,#gaming #esports,8665490,272,570,175,62,20128,0.025286899,neutral,1,7
4023,TikTok,reel,2024-12-28T23:00:00.000000000,23,Saturday,India,News,Funny Moments,2,217,#fashion #ootd,1214857,726,1673,186,291,55902,0.021519418,neutral,1,39
4024,Twitter,video,2022-05-28T18:00:00.000000000,18,Sunday,Canada,Sports,Olympics Moments,2,286,#olympics #sports,7997057,274,610,91,274,22468,0.028439183,negative,1,119
4025,YouTube,story,2022-12-09T23:00:00.000000000,23,Thursday,UK,Comedy,Breaking News,2,90,#music #trending,1472442,4728,1727,341,970,335688,0.017989866,mixed,1,24
4026,Facebook,poll,2023-07-24T01:00:00.000000000,1,Friday,Germany,Music,Breaking News,2,97,#tech #review,206724,2965,242,10,748,127495,0.029200916,negative,0,24
4027,YouTube,reel,2022-02-26T06:00:00.000000000,6,Friday,Germany,Travel,Backpacking Asia,2,90,#backpacking #travelgram,5061029,4758,1854,123,471,432978,0.012360877,neutral,1,16
4028,Twitter,article,2024-02-05T18:00:00.000000000,18,Sunday,Canada,Health,Healthy Eating Habits,2,74,#health #wellness,7477598,2236,560,73,90,62608,0.038317175,mixed,0,0
4029,LinkedIn,article,2024-08-14T20:00:00.000000000,20,Saturday,Japan,Education,Behind the Scenes,3,87,#fitness #motivation,2476659,3104,959,77,994,173824,0.024018409,neutral,1,0
4030,Facebook,article,2023-08-13T04:00:00.000000000,4,Thursday,UK,Fashion,Casual Style Hacks,2,98,#streetwear #style,7656497,1008,31,101,308,72576,0.019524092,positive,1,0
4031,Twitter,live,2023-12-15T15:00:00.000000000,15,Tuesday,Germany,Gaming,Epic Gaming Moments,3,10,#pcgames #gamerlife,9314174,52,390,130,268,5148,0.087395611,mixed,1,16
4032,TikTok,live,2022-05-17T18:00:00.000000000,18,Tuesday,Germany,Technology,Movie Review,2,95,#sports #highlights,6773707,1247,276,219,834,53621,0.042892842,negative,0,42
4033,Twitter,story,2024-05-04T21:00:00.000000000,21,Friday,UK,Technology,Cooking Tutorial,2,132,#travel #explore,9323432,983,531,317,285,39320,0.04030925,neutral,1,52
4034,YouTube,video,2022-10-03T11:00:00.000000000,11,Friday,India,Technology,Daily Vlog,2,195,#fitness #motivation,5325447,352,1177,262,234,20768,0.040830083,mixed,0,299
4035,TikTok,article,2023-03-16T20:00:00.000000000,20,Thursday,Australia,Education,Breaking News,2,251,#funny #viral,4679886,2255,382,150,103,182655,0.013730729,negative,1,0
4036,Instagram,story,2023-10-11T18:00:00.000000000,18,Thursday,UK,Travel,Top Beaches to Visit,2,293,#backpacking #travelgram,4149278,5025,1091,484,379,447225,0.013165603,positive,1,24
4037,Instagram,story,2024-12-06T02:00:00.000000000,2,Tuesday,Australia,Education,Top 10 Facts,3,141,#education #learning,8002812,2302,1901,148,1,202576,0.012099103,neutral,1,42
4038,Facebook,poll,2024-04-05T11:00:00.000000000,11,Saturday,India,Music,Behind the Scenes,3,131,#fitness #motivation,5175216,2389,883,170,465,78837,0.038357137,negative,1,58
4039,Twitter,carousel,2024-11-16T05:00:00.000000000,5,Wednesday,Australia,Travel,Backpacking Asia,2,122,#travel #explore,9516381,1707,213,275,673,104127,0.025497465,mixed,1,19
4040,LinkedIn,image,2022-07-24T14:00:00.000000000,14,Saturday,UK,News,Life Hacks,2,158,#tech #review,1173604,544,1678,21,524,37536,0.029011375,positive,1,0
4041,Facebook,carousel,2023-03-12T08:00:00.000000000,8,Sunday,Germany,Comedy,Cooking Tutorial,2,201,#sports #highlights,6936929,1964,375,393,192,157120,0.016223166,neutral,0,14
4042,TikTok,live,2022-06-16T01:00:00.000000000,1,Tuesday,Australia,Technology,Movie Review,2,47,#music #trending,7204851,151,743,96,284,3473,0.152849741,negative,0,26
4043,Facebook,carousel,2024-07-11T12:00:00.000000000,12,Saturday,US,Travel,Exploring Paris in 3 Days,3,111,#luxurytravel #vacation,7109986,2916,212,16,741,265356,0.01384173,positive,1,11
4044,YouTube,image,2022-11-07T03:00:00.000000000,3,Tuesday,Canada,News,Exploring New Trends,3,190,#education #learning,509248,2070,78,102,189,194580,0.012133764,positive,0,0
4045,TikTok,story,2023-12-05T03:00:00.000000000,3,Thursday,India,News,Movie Review,2,147,#travel #explore,743925,3624,1749,180,771,130464,0.035066876,negative,0,55
4046,LinkedIn,carousel,2022-09-26T09:00:00.000000000,9,Wednesday,Australia,Fashion,Streetwear Collection 2024,2,140,#fashion #ootd,2982007,3572,627,428,719,271472,0.017382944,neutral,1,12
4047,Twitter,live,2022-11-29T08:00:00.000000000,8,Wednesday,India,Health,Healthy Eating Habits,2,66,#health #wellness,5440537,871,603,448,738,58357,0.035247952,negative,0,44
4048,TikTok,live,2024-05-05T17:00:00.000000000,17,Sunday,Germany,Fashion,Casual Style Hacks,3,297,#fashion #ootd,8194312,2509,781,204,468,158067,0.02012425,positive,1,12
4049,Twitter,carousel,2024-12-21T18:00:00.000000000,18,Thursday,Germany,Comedy,Travel Diary,2,100,#music #trending,5973034,296,1946,104,173,18944,0.030245447,positive,1,27
4050,Twitter,video,2022-03-23T05:00:00.000000000,5,Monday,Brazil,Education,Daily Vlog,2,180,#funny #viral,7832222,2944,1404,14,747,291456,0.012711995,mixed,1,503
4051,Facebook,video,2024-06-30T13:00:00.000000000,13,Thursday,Canada,Travel,Top Beaches to Visit,2,269,#wanderlust #adventure,7823819,1948,1000,88,535,101296,0.025380811,neutral,1,389
4052,YouTube,poll,2022-05-11T13:00:00.000000000,13,Friday,Germany,Technology,Cooking Tutorial,2,86,#fashion #ootd,3997754,2950,679,11,772,147500,0.025308303,negative,1,26
4053,Facebook,live,2023-05-03T21:00:00.000000000,21,Saturday,Japan,Music,Movie Review,2,108,#travel #explore,7989969,262,57,118,347,17292,0.042040132,neutral,1,30
4054,Instagram,reel,2022-03-30T22:00:00.000000000,22,Wednesday,Japan,Gaming,Virtual Reality Adventures,2,99,#pcgames #gamerlife,3016445,4636,1819,306,770,115900,0.04928344,neutral,1,79
4055,Instagram,story,2022-01-26T10:00:00.000000000,10,Sunday,UK,Health,10 Tips for a Healthier Life,2,264,#healthy #habits,2357952,3243,1049,178,161,295113,0.012137682,positive,1,40
4056,Twitter,article,2022-11-12T06:00:00.000000000,6,Thursday,Germany,Education,Breaking News,2,285,#fitness #motivation,3060632,3326,880,226,43,299340,0.012009715,mixed,0,0
4057,YouTube,live,2024-12-07T19:00:00.000000000,19,Tuesday,Australia,Travel,Backpacking Asia,2,262,#luxurytravel #vacation,6678899,50,446,158,227,2650,0.164089023,negative,1,18
4058,TikTok,poll,2024-07-26T13:00:00.000000000,13,Tuesday,Canada,Health,10 Tips for a Healthier Life,2,62,#health #wellness,5926179,756,65,190,449,54432,0.025627836,negative,1,57
4059,Twitter,live,2024-05-30T05:00:00.000000000,5,Saturday,Australia,News,Exploring New Trends,3,115,#fitness #motivation,9050007,924,1944,430,718,30492,0.067950021,mixed,1,15
4060,TikTok,live,2022-04-17T17:00:00.000000000,17,Tuesday,US,Health,10 Tips for a Healthier Life,3,152,#fitness #lifestyle,9207923,1766,1783,209,352,61810,0.037647021,mixed,1,27
4061,Twitter,video,2024-09-03T05:00:00.000000000,5,Sunday,US,Comedy,Travel Diary,2,36,#education #learning,198365,144,1277,79,388,8928,0.068428715,positive,0,264
4062,Facebook,live,2022-02-04T12:00:00.000000000,12,Thursday,Japan,Comedy,Daily Vlog,2,246,#music #trending,117926,4953,1922,496,34,455676,0.012032646,positive,1,27
4063,Twitter,video,2024-01-24T07:00:00.000000000,7,Monday,Canada,Music,Behind the Scenes,3,220,#news #update,2660044,4951,1991,156,800,460443,0.012828922,negative,1,464
4064,Twitter,image,2023-03-10T04:00:00.000000000,4,Sunday,US,Fashion,Streetwear Collection 2024,2,11,#outfitideas #trend,9513025,4703,1067,333,768,145793,0.039809594,mixed,0,0
4065,YouTube,image,2023-03-13T01:00:00.000000000,1,Friday,UK,Music,Behind the Scenes,3,106,#music #trending,7100752,2701,1120,31,439,240389,0.013191065,neutral,1,0
4066,YouTube,article,2023-04-07T08:00:00.000000000,8,Tuesday,India,Technology,Funny Moments,2,142,#news #update,6888860,1459,1577,60,77,55442,0.028786321,neutral,0,0
4067,TikTok,live,2024-07-12T06:00:00.000000000,6,Thursday,UK,Education,Top 10 Facts,3,76,#funny #viral,9161224,3573,1011,413,717,214380,0.021937578,mixed,1,8
4068,YouTube,article,2022-05-25T09:00:00.000000000,9,Monday,UK,Music,Top 10 Facts,3,66,#travel #explore,5698114,3621,226,161,790,260712,0.017536525,negative,1,0
4069,Twitter,video,2023-11-25T17:00:00.000000000,17,Wednesday,UK,Comedy,Daily Vlog,2,190,#sports #highlights,9145200,359,773,23,88,17232,0.027273255,neutral,1,487
4070,YouTube,carousel,2022-02-23T17:00:00.000000000,17,Sunday,Brazil,Sports,Olympics Moments,2,94,#sports #football,6259291,960,678,422,723,85440,0.024636884,neutral,1,18
4071,YouTube,article,2022-08-14T11:00:00.000000000,11,Sunday,India,Health,Healthy Eating Habits,3,76,#fitness #lifestyle,8238416,1135,1459,92,188,88530,0.015983102,mixed,1,0
4072,LinkedIn,poll,2023-12-04T08:00:00.000000000,8,Sunday,Brazil,Health,Daily Fitness Routine,2,268,#fitness #lifestyle,9398614,643,1814,23,507,53369,0.02197864,positive,1,19
4073,LinkedIn,video,2022-09-30T14:00:00.000000000,14,Sunday,UK,Gaming,Epic Gaming Moments,2,183,#vr #gamingcommunity,4134657,14,600,276,905,602,1.981757877,neutral,1,469
4074,Instagram,story,2024-06-18T00:00:00.000000000,0,Wednesday,Japan,Comedy,Top 10 Facts,3,155,#fitness #motivation,5411098,1189,378,57,243,41615,0.035779508,positive,0,37
4075,Facebook,live,2023-03-25T15:00:00.000000000,15,Saturday,UK,Gaming,Epic Gaming Moments,3,14,#vr #gamingcommunity,1312628,4607,1201,171,759,327097,0.016927649,neutral,1,58
4076,Facebook,video,2022-03-21T00:00:00.000000000,0,Friday,India,Travel,Top Beaches to Visit,2,156,#travel #explore,7565734,1588,1450,63,115,157212,0.011233168,negative,0,270
4077,YouTube,image,2024-03-25T02:00:00.000000000,2,Thursday,UK,Music,Exploring New Trends,3,42,#news #update,8519848,3307,1938,236,77,82675,0.043785379,positive,1,0
4078,Instagram,poll,2024-08-03T21:00:00.000000000,21,Thursday,Canada,Gaming,Epic Gaming Moments,2,99,#vr #gamingcommunity,7072008,4623,708,200,182,258888,0.01933261,negative,0,21
4079,Instagram,live,2024-11-27T01:00:00.000000000,1,Tuesday,US,Gaming,Epic Gaming Moments,2,281,#vr #gamingcommunity,9962029,4907,306,251,33,112861,0.045994223,positive,1,41
4080,TikTok,poll,2023-05-03T03:00:00.000000000,3,Monday,Australia,Technology,Movie Review,2,145,#sports #highlights,1181961,3106,778,123,251,177042,0.019656242,mixed,0,29
4081,LinkedIn,reel,2024-01-20T19:00:00.000000000,19,Friday,Australia,Fashion,Best Evening Dresses,2,261,#casualstyle #fashionblog,3405014,4612,503,219,765,276720,0.020222535,mixed,1,22
4082,Instagram,video,2024-08-08T18:00:00.000000000,18,Monday,Canada,Music,Funny Moments,2,124,#music #trending,3708567,2141,267,503,384,70653,0.042856738,neutral,1,430
4083,Twitter,reel,2024-05-19T04:00:00.000000000,4,Sunday,Canada,Music,Breaking News,2,109,#funny #viral,2810611,3331,1609,257,656,299790,0.014156529,negative,0,27
4084,TikTok,image,2024-10-28T17:00:00.000000000,17,Sunday,Brazil,Travel,Backpacking Asia,2,158,#wanderlust #adventure,2495199,3176,7,128,254,222320,0.016003886,positive,1,0
4085,YouTube,reel,2023-07-09T20:00:00.000000000,20,Sunday,UK,News,Exploring New Trends,3,273,#fitness #motivation,7637600,2250,1943,151,34,189000,0.01288353,negative,0,33
4086,Twitter,carousel,2023-05-24T05:00:00.000000000,5,Friday,US,Education,Behind the Scenes,3,36,#funny #viral,5107531,3031,507,105,493,215201,0.016863226,negative,1,17
4087,Facebook,video,2022-05-19T21:00:00.000000000,21,Thursday,Australia,Comedy,Travel Diary,2,289,#funny #viral,5176254,203,475,181,12,9947,0.039806996,neutral,1,386
4088,LinkedIn,video,2024-02-15T10:00:00.000000000,10,Thursday,Japan,Comedy,Top 10 Facts,3,59,#fashion #ootd,7923188,5004,1320,485,188,380304,0.014927492,mixed,0,376
4089,Twitter,poll,2022-05-14T21:00:00.000000000,21,Friday,Canada,Sports,Olympics Moments,2,58,#basketball #training,593008,2296,163,135,38,225008,0.010972894,positive,0,32
4090,YouTube,live,2024-04-29T23:00:00.000000000,23,Monday,Brazil,Gaming,Virtual Reality Adventures,2,278,#gamers #play,2982062,2326,484,154,29,113974,0.022013599,neutral,0,49
4091,Twitter,article,2024-01-07T11:00:00.000000000,11,Saturday,Japan,Technology,Funny Moments,2,121,#tech #review,6547528,4847,1620,346,933,295667,0.020719185,negative,1,0
4092,Twitter,reel,2023-03-29T17:00:00.000000000,17,Wednesday,Japan,Education,Breaking News,2,121,#tech #review,1425312,584,1095,42,521,17520,0.0654643,mixed,1,44
4093,Instagram,poll,2022-04-15T21:00:00.000000000,21,Wednesday,Japan,Technology,Life Hacks,2,295,#sports #highlights,6856162,508,566,72,57,23368,0.027258334,mixed,0,28
4094,LinkedIn,story,2023-04-14T08:00:00.000000000,8,Sunday,UK,Music,Cooking Tutorial,2,152,#sports #highlights,2425919,470,904,328,292,20210,0.053931028,positive,1,56
4095,Facebook,live,2024-10-15T01:00:00.000000000,1,Tuesday,Canada,Travel,Backpacking Asia,2,13,#backpacking #travelgram,7902049,2260,558,55,347,131080,0.020308054,mixed,1,39
4096,YouTube,reel,2023-07-12T11:00:00.000000000,11,Tuesday,Germany,Gaming,Virtual Reality Adventures,3,109,#vr #gamingcommunity,9252908,449,1934,125,329,40859,0.022099853,negative,0,88
4097,TikTok,article,2022-03-31T18:00:00.000000000,18,Saturday,Australia,Health,Daily Fitness Routine,2,141,#healthy #habits,9251028,1537,1967,218,130,56869,0.033145771,mixed,1,0
4098,TikTok,reel,2023-09-14T02:00:00.000000000,2,Monday,UK,Music,Exploring New Trends,3,141,#sports #highlights,3643095,2223,237,119,122,213408,0.011545905,negative,0,69
4099,YouTube,live,2024-09-26T12:00:00.000000000,12,Saturday,Brazil,Gaming,Virtual Reality Adventures,2,120,#gaming #esports,8563064,176,1127,154,109,11264,0.038970262,positive,1,8
4100,Facebook,article,2024-03-22T22:00:00.000000000,22,Thursday,Canada,Comedy,Behind the Scenes,3,176,#sports #highlights,3713461,1597,1233,246,636,49507,0.050072716,negative,1,0
